"Organism","OrganismId","AntimicrobialId","Antimicrobial","CountryId","CountryName","ISO3","code","year","Source","IsolatesTested","value","CILow","CIHigh"
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",415,28,24,32
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",403,21,17,25
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",520,24,20,28
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",484,21,18,25
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",486,25,21,29
"Streptococcus pneumoniae",6,10,"Macrolides",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",67,18,10,29
"Streptococcus pneumoniae",6,10,"Macrolides",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",37,16,7,30
"Streptococcus pneumoniae",6,10,"Macrolides",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",102,10,5,17
"Streptococcus pneumoniae",6,10,"Macrolides",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",91,15,9,23
"Streptococcus pneumoniae",6,10,"Macrolides",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",101,29,21,38
"Streptococcus pneumoniae",6,10,"Macrolides",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",123,24,17,32
"Streptococcus pneumoniae",6,10,"Macrolides",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",97,29,21,39
"Streptococcus pneumoniae",6,10,"Macrolides",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",116,33,25,42
"Streptococcus pneumoniae",6,10,"Macrolides",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",116,22,15,30
"Streptococcus pneumoniae",6,10,"Macrolides",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",126,20,14,28
"Streptococcus pneumoniae",6,11,"Penicillins",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",129,17,11,24
"Streptococcus pneumoniae",6,11,"Penicillins",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",116,18,12,26
"Streptococcus pneumoniae",6,11,"Penicillins",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",137,18,12,25
"Streptococcus pneumoniae",6,11,"Penicillins",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",100,17,11,25
"Streptococcus pneumoniae",6,11,"Penicillins",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",102,23,16,32
"Streptococcus pneumoniae",6,11,"Penicillins",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",125,18,12,25
"Streptococcus pneumoniae",6,11,"Penicillins",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",97,23,16,32
"Streptococcus pneumoniae",6,11,"Penicillins",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",116,26,19,35
"Streptococcus pneumoniae",6,11,"Penicillins",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",129,26,19,34
"Streptococcus pneumoniae",6,11,"Penicillins",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",126,19,13,27
"Pseudomonas aeruginosa",7,4,"Aminoglycosides",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",72,39,28,50
"Pseudomonas aeruginosa",7,4,"Aminoglycosides",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",169,49,42,56
"Pseudomonas aeruginosa",7,4,"Aminoglycosides",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",189,43,36,50
"Pseudomonas aeruginosa",7,4,"Aminoglycosides",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",215,43,37,50
"Pseudomonas aeruginosa",7,4,"Aminoglycosides",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",208,28,22,34
"Pseudomonas aeruginosa",7,4,"Aminoglycosides",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",226,45,39,52
"Pseudomonas aeruginosa",7,4,"Aminoglycosides",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",196,28,22,35
"Pseudomonas aeruginosa",7,4,"Aminoglycosides",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",244,24,19,30
"Pseudomonas aeruginosa",7,4,"Aminoglycosides",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",231,41,35,47
"Pseudomonas aeruginosa",7,4,"Aminoglycosides",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",256,34,28,40
"Pseudomonas aeruginosa",7,5,"Carbapenems",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",72,26,17,37
"Pseudomonas aeruginosa",7,5,"Carbapenems",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",170,25,19,32
"Pseudomonas aeruginosa",7,5,"Carbapenems",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",189,28,22,35
"Pseudomonas aeruginosa",7,5,"Carbapenems",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",220,34,28,40
"Pseudomonas aeruginosa",7,5,"Carbapenems",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",210,33,27,40
"Pseudomonas aeruginosa",7,5,"Carbapenems",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",226,42,36,48
"Pseudomonas aeruginosa",7,5,"Carbapenems",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",195,34,28,41
"Pseudomonas aeruginosa",7,5,"Carbapenems",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",241,29,24,35
"Pseudomonas aeruginosa",7,5,"Carbapenems",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",232,42,36,48
"Pseudomonas aeruginosa",7,5,"Carbapenems",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",257,43,37,49
"Pseudomonas aeruginosa",7,13,"Ceftazidime",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",71,10,5,19
"Pseudomonas aeruginosa",7,13,"Ceftazidime",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",166,16,11,22
"Pseudomonas aeruginosa",7,13,"Ceftazidime",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",185,21,16,27
"Pseudomonas aeruginosa",7,13,"Ceftazidime",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",213,18,13,24
"Pseudomonas aeruginosa",7,13,"Ceftazidime",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",197,13,9,18
"Pseudomonas aeruginosa",7,13,"Ceftazidime",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",215,28,22,34
"Pseudomonas aeruginosa",7,13,"Ceftazidime",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",189,13,9,18
"Pseudomonas aeruginosa",7,13,"Ceftazidime",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",239,19,14,24
"Pseudomonas aeruginosa",7,13,"Ceftazidime",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",227,37,31,43
"Pseudomonas aeruginosa",7,13,"Ceftazidime",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",248,19,14,24
"Pseudomonas aeruginosa",7,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",71,38,27,50
"Pseudomonas aeruginosa",7,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",170,43,36,50
"Pseudomonas aeruginosa",7,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",188,33,27,40
"Pseudomonas aeruginosa",7,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",214,41,35,48
"Pseudomonas aeruginosa",7,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",208,29,23,35
"Pseudomonas aeruginosa",7,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",225,37,31,43
"Pseudomonas aeruginosa",7,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",194,29,23,36
"Pseudomonas aeruginosa",7,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",240,25,20,31
"Pseudomonas aeruginosa",7,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",230,30,24,36
"Pseudomonas aeruginosa",7,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",256,36,30,42
"Pseudomonas aeruginosa",7,14,"Piperacillin-tazobactam",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",72,25,16,36
"Pseudomonas aeruginosa",7,14,"Piperacillin-tazobactam",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",170,38,31,45
"Pseudomonas aeruginosa",7,14,"Piperacillin-tazobactam",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",189,30,24,37
"Pseudomonas aeruginosa",7,14,"Piperacillin-tazobactam",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",220,34,28,40
"Pseudomonas aeruginosa",7,14,"Piperacillin-tazobactam",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",208,28,22,34
"Pseudomonas aeruginosa",7,14,"Piperacillin-tazobactam",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",224,26,21,32
"Pseudomonas aeruginosa",7,14,"Piperacillin-tazobactam",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",194,24,18,30
"Pseudomonas aeruginosa",7,14,"Piperacillin-tazobactam",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",233,24,19,30
"Pseudomonas aeruginosa",7,14,"Piperacillin-tazobactam",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",216,29,23,35
"Pseudomonas aeruginosa",7,14,"Piperacillin-tazobactam",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",249,25,20,31
"Acinetobacter baumannii",8,4,"Aminoglycosides",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",113,84,76,90
"Acinetobacter baumannii",8,4,"Aminoglycosides",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",166,83,77,88
"Acinetobacter baumannii",8,4,"Aminoglycosides",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",197,88,83,92
"Acinetobacter baumannii",8,5,"Carbapenems",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",114,93,87,97
"Acinetobacter baumannii",8,5,"Carbapenems",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",166,89,84,93
"Acinetobacter baumannii",8,5,"Carbapenems",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",200,91,86,94
"Acinetobacter baumannii",8,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",112,93,87,97
"Acinetobacter baumannii",8,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",164,92,87,95
"Acinetobacter baumannii",8,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",196,92,88,95
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",35,77,61,88
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",35,71,55,84
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",41,44,30,59
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",51,61,47,73
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",75,65,54,75
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",65,66,54,77
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",67,24,15,35
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",54,19,10,31
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",77,10,5,18
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",67,27,18,38
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",80,18,11,28
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",7,"Cyprus","CYP","CY",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",58,9,3,19
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",35,3,0,14
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",35,3,0,14
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",41,5,1,15
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",51,2,0,9
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",75,16,9,26
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",65,32,22,44
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",68,6,2,14
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",54,2,0,9
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",77,1,0,6
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",65,0,0,5
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",80,0,0,4
"Enterococcus faecalis",1,2,"Aminopenicillins",7,"Cyprus","CYP","CY",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",58,0,0,5
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",35,3,0,14
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",35,0,-1,8
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",41,0,0,7
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",51,2,0,9
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",75,1,0,6
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",65,0,0,5
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",68,0,0,5
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",54,4,1,12
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",77,0,0,4
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",67,0,0,5
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",80,1,0,6
"Enterococcus faecalis",1,3,"Vancomycin",7,"Cyprus","CYP","CY",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",58,0,0,5
